Elevation,Transect,Name,Connectance,Linksperspecies,Compartments,Nestedness,ISA,Linkage_Density,Shannon,H2,n.Elevation,fhyp,vhyp,fFDis,fFDiv,fFRic,fFEve,CWMDisplay_size,CWMFlower_diameter,CWMFloral_depth,CWMPetal_width,CWMPetal_length,CWMStylus_length,CWMFilament_length,CWMNectar_depth,CWMNectar_width,CWMStylus_position,CWMFilament_position,CWMPlant_height,CWMFlower_inclination,CWMNumber_inflorescense,CWMNumber_flowers_per_inflo,fRaoQ,dis1fhyp,dis2fhyp,morfhyp,rewfhyp,necfhyp,dis3fhyp,dmfhyp,sinfhyp,afhyp,anfhyp,anifhyp
1181,1,1181.1,0.0883838383838384,1.82291666666667,4,6.57557046315276,0.0238917147678521,7.10312686307529,4.72597767615163,0.36554796068492,1179,0.751903866472552,0.624321697907852,1.84064211602793,0.771459698614847,1.05625911107356e-06,0.446644885567674,17.4425784055502,4.73117379739361,3.0550632413634,1.91483131461474,3.16954885663641,3.06461976394353,3.18361702943878,1.98034382198047,0.760917681256994,1.08473995076577,1.20425739417869,120.677895335052,152.346494694582,6.34742695378235,8.56932131656151,4.98123294331571,0.796592465791844,0.777575637082981,0.569489853304853,0.55466536974352,0.2660322638902,0.569489853304853,0.767787090997018,0.647751191386023,0.964714582540074,0.900637748712591,0.842160150147632
1181,2,1181.2,0.0887096774193548,1.98198198198198,1,8.44470748317231,0.0767936504510338,7.08181339605229,4.85621372091209,0.418164221388651,1181,0.775484176689412,0.668400613528954,2.28826202586208,0.632900829406247,6.98343148147737e-06,0.369095539014502,21.7608728237778,5.5432168298566,3.77466542142152,2.38508454064889,4.29515346236741,4.25894950320939,4.10749237979576,2.22740848060168,1.32183317376747,2.03292026169677,1.88325936755458,129.738612961037,131.032016031964,3.96211615959245,9.13182965484752,6.35826008150049,0.805769725005712,0.801152443183755,0.610535025888779,0.570034946193778,0.316460667021013,0.610535025888779,0.790080713027775,0.672242183567147,0.98615266715623,0.953626526110583,0.920882200165606
1181,3,1181.3,0.0975896531452087,1.62745098039216,2,6.20859094974523,0.186922457307812,8.68620213960988,4.63791625723764,0.495486105219028,1184,0.704886725530709,0.630609836721525,2.31666327529127,0.801083522680746,9.40941539682353e-09,0.348719374854662,17.5222064073382,6.29238657404042,2.87776827998943,2.72752370299929,3.7832996412226,3.46341653383713,3.17228020924132,1.44736583873868,1.02532572901058,2.01638021585623,1.72591515699646,100.965455839925,134.211663080449,3.64427767173498,7.97921182007671,6.29677108386951,0.741996706569993,0.732676417883048,0.578286894382084,0.557260210135392,0.325945502465354,0.578286894382084,0.717040474720621,0.666658068282969,0.973654399524221,0.924287097620284,0.865865732037116
1463,1,1463.1,0.098661028893587,2.35294117647059,1,4.89433397447241,0.0359314046144275,9.23474417637235,5.01648708286689,0.297830164991425,1460,0.751833875053274,0.577892393253818,2.77882495080405,0.809592407975459,6.15756299436622e-06,0.504906575586855,19.7203175011357,5.35758529472216,4.08537399395167,2.23095888538385,4.61945873210242,3.78829487857875,3.56374145641553,2.00799426874063,1.33457773906612,1.78081050892272,1.55678836765874,158.832960666064,150.140809002368,4.89166866349068,12.7776730623934,9.09779585046528,0.747960093666574,0.727207008164066,0.603972370799488,0.571380851200252,0.282274590740487,0.603972370799488,0.722441277061814,0.678480284312571,0.951526916717225,0.86639562299736,0.78238116908864
1463,2,1463.2,0.0901041666666667,1.8804347826087,1,4.88762505845383,0.074682744551235,3.60317997298716,2.52048058853675,0.525786063636947,1463,0.663352693517848,0.645502411136879,3.02243508089817,0.886779163768849,6.46789578460777e-06,0.569101658036845,20.2877157902351,5.60582074235087,3.91020540413141,2.41763632523542,4.5703316739768,3.61121015584676,3.6141660497687,1.90585689355486,0.743920387267624,1.70642981239026,1.71122013187837,151.073885591218,154.730342867113,5.51975705087471,12.9789814769107,11.0414424426681,0.695787801467467,0.675332132669546,0.55323007673814,0.522882279228189,0.248001947294374,0.55323007673814,0.663615470965342,0.620891634897693,0.941084752241307,0.845541303580775,0.747164615440882
1463,3,1463.3,0.118918918918919,1.26923076923077,2,8.26079845896657,0.221896416096297,7.53839217801154,3.95418616550962,0.381245615219527,1467,0.671633402089094,0.598052566220891,3.42359581144982,0.87367443690707,0.0174675248887244,0.593203731154409,30.5062916122044,4.97186764176947,6.49019429495444,1.98300180936614,6.51189674222127,5.67945443681882,5.8711885818618,3.19592818865093,0.429659037734045,2.4835262481679,2.67526039321087,375.883808051411,162.937618799886,4.41800358926266,35.1812350002238,12.7568277277657,0.679269434689993,0.605862389225635,0.494889619274528,0.5022228918913,0.222766445357994,0.494889619274528,0.600233050921628,0.571292498054098,0.962590139767778,0.879883573102831,0.797714019016327
1632,1,1632.1,0.132094943240454,1.72972972972973,1,9.73902919810654,0.130014940801066,5.10244126199949,3.33230827640943,0.281791387384812,1628,0.616602464762019,0.510783933167223,2.91987452861878,0.775888319197147,8.04355522611723e-06,0.535329197812646,36.8481482640177,11.5822069881371,7.00400222878038,6.00413766094359,8.06529710916815,4.06372243409082,4.84675440303208,0.943102346768553,0.326114830033416,3.12192661640962,3.9061532126414,282.906501006474,146.066306653868,2.56317652224396,6.29704032241924,10.6990669558243,0.705845918479732,0.676123667890637,0.476922936533281,0.432905960920143,0.234270040835466,0.476922936533281,0.638300207568643,0.559001806898411,0.953134092250383,0.86437611181669,0.7783764367415
1632,2,1632.2,0.125541125541126,1.78461538461538,2,8.85391419114148,0.0161876451862075,4.82448015560591,3.67266833018956,0.331270169254299,1632,0.635278469398425,0.540443903620615,3.11975683072207,0.793602731373281,1.53302324119821e-08,0.750110343115216,16.5168204757083,9.76259518561919,8.38337899680044,5.05819554948012,9.32372007284044,5.99332931891291,6.2938774126931,3.31137598163191,1.01239115886423,2.68272198350616,2.98471330660581,149.459025707527,145.470023460828,2.60069106499052,5.88365602056149,10.5594069675484,0.652604092391562,0.60019351896411,0.552971065930475,0.494903973612084,0.263839846594106,0.552971065930475,0.59073457549772,0.640541527978606,0.95031127162387,0.861690768837153,0.780598873963317
1632,3,1632.3,0.102745098039216,1.72368421052632,1,6.11653934468259,-0.0109081770718501,5.56348021056348,4.1052934882204,0.300573017914638,1636,0.786584976321468,0.564817047382626,3.06496220119571,0.793902432583789,1.22342435479539e-08,0.502788327547634,16.1105458457928,8.08936991764785,7.93662441851194,4.03788277782798,8.79413904448947,6.30186987130619,6.26374209457827,3.8592198563819,1.19468403644208,2.445928741723,2.39431829206798,130.520283622317,144.896436284541,2.93533733110203,6.94885395677106,10.497329417759,0.749494774816271,0.682750066865,0.749780234174909,0.680047795418996,0.424048324466918,0.749780234174909,0.704587927109619,0.840487073087248,0.962256015963121,0.898138032083195,0.836251709289775
1860,1,1860.1,0.114406779661017,1.95180722891566,1,7.91494332673858,0.0942564557255483,6.20068497513871,4.2221841407512,0.351570378732107,1856,0.852904189625438,0.744927267490314,2.56140550494302,0.760378336255779,3.94418150771057e-07,0.515144577611284,18.9793953295869,8.11799618298446,4.9529091874443,3.66150138817869,5.62202207536875,3.68262187397815,3.62143343707856,1.78394752032755,1.13616518590407,1.8986743536506,1.83748591675101,155.90757364186,145.484448911836,4.58526020164979,6.96768043385153,7.45197865434237,0.835025244448572,0.779176661062717,0.775973820783683,0.709386445267156,0.401447261543425,0.775973820783683,0.766928972260054,0.880642622040564,0.940558190917906,0.83673451093729,0.732962902488615
1860,2,1860.2,0.128676470588235,1.61538461538462,2,7.68747550368703,0.12682006971341,5.12837014019332,3.2159751775234,0.340239615487385,1862,0.761123876768567,0.798940057449669,2.79449511809745,0.728322730484901,7.48552107748785e-06,0.583842601256873,33.3823689977346,8.88698973652713,5.71471788085632,3.98842711202613,6.35791114129493,3.6424821085211,4.02618722030654,1.73282338307203,0.667893233175021,1.9096777449889,2.29357102881736,255.466299974534,148.426802586489,5.05809907480945,8.31025672360807,8.87125540090928,0.860053570702208,0.828092972214865,0.64526397045392,0.564197446399715,0.290955842482422,0.64526397045392,0.807624195261187,0.741644008730219,0.895793615566161,0.739340630684394,0.628111124304812
1860,3,1860.3,0.0984126984126984,1.53086419753086,1,7.68473339822194,0.100140009981626,4.62348321553492,3.71038484724277,0.465646382000533,1863,0.78400644209636,0.796680234310571,2.24480460642578,0.893280497231273,2.44491394398217e-05,0.489382172140631,37.6064800832265,5.54889043269495,3.23725831190768,2.38333366710817,3.37098275220466,2.38392576938931,2.51398033130574,1.26658300795323,0.681292973934607,1.11741353410712,1.24746809602356,197.576987173302,147.355667138689,6.75659650708392,9.30115637756342,7.26286569003183,0.877201500394647,0.866496235667324,0.671792910193754,0.58231641390831,0.366526909571307,0.671792910193754,0.852749035523459,0.748226190820072,0.95280547611849,0.8076153023226,0.687722003396378
2080,1,2080.1,0.173611111111111,1,3,20.3767155657231,-0.0618055555555556,3.01784148245708,2.96311730280039,0.418246891147505,2084,0.594150834103758,0.367745920904097,2.46513003756311,0.886322237148388,1.55795585356078,0.624610664866562,16.0913393071745,5.41881363296269,8.29082986443941,2.72634118360851,8.47728519166284,7.2800153059382,6.92202667083793,5.60973861907973,1.71140951513908,1.67027668685847,1.31763772429613,109.730276901654,140.239303555751,4.82495951624366,5.19789065818714,8.07691479502449,0.592467989106028,0.533867165102503,0.604921294793161,0.547844777519016,0.33701137562308,0.604921294793161,0.548570719851851,0.642602749634861,0.889711293252334,0.705868892273178,0.544862245542535
2080,2,2080.2,0.126477541371158,1.64615384615385,1,9.33111944617408,0.146063327317486,4.51123684311352,3.26224336946353,0.475489738845564,2085,0.832309773278051,0.56687096457263,3.3351428823085,0.888370772693917,0.497648623218075,0.681354508221762,18.7305888224613,11.9866285364059,10.9139028051893,5.73729558436392,11.9392151341859,7.56285793971782,6.70806914785058,3.41779785058591,1.24345492341457,4.1450600891319,3.29144124209366,232.743829798716,151.570728237075,2.39293493343512,7.57731163036051,12.1936426121424,0.8083093797221,0.751895198629485,0.867702967332719,0.75421991220928,0.441885804667883,0.867702967332719,0.755305316051098,0.952358772886368,0.933653549070898,0.809208685686218,0.691999406044072
2080,3,2080.3,0.111363636363636,1.53125,2,12.6746068960607,0.0903302951861378,4.85788344330928,4.01658474620358,0.410680111331377,2072,0.918941283414617,0.750562761411444,2.31136754706748,0.913022659254268,0.000476651539031611,0.469863517611593,10.1756722249512,9.48563809946354,6.76420210620566,6.20547416375953,7.01157979675762,5.61766399460259,4.92634446289389,4.13245650658961,1.9811381177404,1.47913593494573,0.77742956662301,149.520329327532,64.237479082763,1.56966971080569,1.36232842705141,7.42536808372862,0.956670525701177,0.899484408656239,0.914545838407775,0.873397962205712,0.629874291198258,0.914545838407775,0.89968766877512,0.958191372176321,0.939142661412328,0.862793696339338,0.782109861853634
2283,1,2283.1,0.103846153846154,1.88372093023256,1,7.62070857376643,0.0646057640291814,5.7206856608121,4.18082993900903,0.465395351922343,2276,0.899351508596382,0.715367583883408,0.14211190536566,0.812657835604635,4.0548154877085e-28,0.490261933831893,20.3071405178809,11.039468060832,12.5172150375857,4.89229531527279,12.213834119391,10.2706445252853,9.45267893414896,6.84692209760808,2.62917038772461,3.42372242767721,2.60577597400172,140.997823580061,130.352425141438,2.73465563531137,6.91559006537323,0.0220651206841231,0.882152548238442,0.816439206772973,0.906450302026329,0.867620607057598,0.602202514848091,0.906450302026329,0.812546730789325,0.947240995013592,0.966379549287557,0.928605764195105,0.866769420476759
2283,2,2283.2,0.0707602339181287,1.39080459770115,2,3.53212479427244,0.0852614164636243,5.23582600991131,3.93402048556378,0.502411886200485,2283,0.824558922913942,0.752768472000268,3.36270734256201,0.705957195233418,1.58992361222102e-10,0.620725616395418,18.716766916871,8.44404499531843,11.2231119239609,3.74605773203191,11.6639570805922,9.87191456742318,8.38908942313667,6.78553327599398,2.11857332169123,3.10770933087142,1.61818610246575,143.349545145185,148.296149383891,1.69400119544052,17.4564524373294,13.5419992479628,0.825994917685624,0.767078123577376,0.791564941922927,0.771722403647781,0.488161698231343,0.791564941922927,0.76460318370036,0.85048969638434,0.973699731242318,0.960157397475262,0.913003149481998
2283,3,2283.3,0.0976430976430976,1.76829268292683,1,7.06418997643087,0.0949345510665411,6.03103644567873,4.3686769551431,0.445336408380412,2289,0.722129134845991,0.580301411112797,3.1711676787447,0.70691612053645,2.65083227823657e-10,0.434928879319219,19.2904158281594,10.8682791729415,9.8775067686981,5.0037340439048,10.3604611011295,8.20916825567192,7.43520722189516,5.09407927223272,2.21034573943783,3.11866254084176,2.34450452929137,109.613584758583,145.158604723297,1.75063198007557,7.08768840165199,11.5694997936999,0.721981785417068,0.685848360304523,0.644271784826382,0.586054848613061,0.365856462314247,0.644271784826382,0.679020775526619,0.721486754823525,0.988514836400294,0.957924954459335,0.903651037239908
2379,1,2379.1,0.171428571428571,1.33333333333333,2,12.5773256684208,0.214791297915551,4.73125301619691,3.38702572035145,0.393116386671062,2381,0.588660641467972,0.372583172168547,1.83274730214481,0.644370428385402,0.623754679767671,0.357418622905945,17.4722810977855,16.3153606591837,7.64354227428094,7.80342458866317,9.17970028695315,5.65612798396446,5.24659991927499,1.12299008599888,0.47029968319477,4.53313789796558,4.12360983327612,82.608283350734,158.035165770057,1.06783405768278,2.45580181450911,5.18301873500564,0.589606843676578,0.552130000198395,0.598048240464433,0.484083779678853,0.298346081037112,0.598048240464433,0.554488190038206,0.688013654156521,0.929581161083724,0.789957930219757,0.674222019432053
2379,2,2379.2,0.145299145299145,1.38775510204082,2,13.4111615407221,0.175871698274974,4.7815413187237,3.51417984602739,0.505964467488513,2380,0.604040506957331,0.403934615377088,0.121773550981151,0.870273091999994,5.79881403665816e-10,0.464361744511891,7.27091410457229,6.98492643221461,4.08506601157188,2.17399095738648,3.86020879366271,3.17702045708463,4.09229414946762,2.49856472474553,3.50448555857202,0.664833341610219,1.55664874048881,13.6446790422076,162.705171755566,1.01344004369477,1.23432343234323,0.0230113390988115,0.576057720389699,0.486614325682199,0.680962156738759,0.57177929231451,0.444300949124645,0.680962156738759,0.488215600097977,0.711226277368363,0.938842027293828,0.860360843098489,0.759006508658743
2379,3,2379.3,0.154761904761905,1.56,1,9.3111592715078,0.122257368711809,6.08778635551015,3.80109339107262,0.333495711691535,2377,0.701540317999202,0.435737175593212,0.233717028609098,0.948477160105411,1.93049435852554e-11,0.556299779337756,22.1579239242854,11.2725628080998,13.1208362894991,4.0688469880929,12.0529472025332,11.9237644161678,10.8666168490205,8.10510626809252,2.54742794820269,3.81865814807528,2.76151058092802,55.5463297305454,135.727180417622,2.950338115044,2.10237574154241,0.0572503202892984,0.692341949906591,0.6451903570497,0.748777503108046,0.680418150674495,0.470574473591886,0.748777503108046,0.646599299131462,0.806566421392174,0.947601692427563,0.886665225955605,0.804936575288555
2587,1,2587.1,0.14010989010989,1.24390243902439,2,11.1078897692124,0.112084085201479,3.93653214262139,3.00236502836721,0.358606447800709,2580,0.549292968577038,0,2.73969825334108,0.69559702737384,1.42443265503702,0.5472728095811,16.1010876540577,8.52344322408541,9.82599915450955,3.5839047404922,7.25848937265822,6.81498152236884,6.66811227178021,6.19093384779061,2.13290390587373,0.635891011801245,0.460138027194736,58.3796155291957,145.355159957982,1.29065678167475,6.99050722085241,8.08335271732285,0.403657229985171,0.24811601834239,0.607588619652212,0.53433202355984,0.278522426223982,0.607588619652212,0.251291340431355,0.675769416590027,0.877391251051532,0.723684283905348,0.596176317234024
2587,2,2587.2,0.201086956521739,1.19354838709677,3,20.6766307288085,0.241142376142376,4.19523027641019,2.92659646690677,0.39786288337572,2583,0.548776116442459,0.337242196658428,1.18143872323452,0.487834315408136,2.00688901239849,0.443624862672633,9.39088902102357,7.77723431726481,6.60990386493948,2.58653479153394,5.1755216450768,5.58373731722856,7.08366800465344,4.7069827776598,2.48670758122744,0.819856601525879,2.22180679808323,17.2373372882401,160.45550010618,1.01354852410278,3.75022297727755,2.84538031389739,0.460830696430832,0.329803268573781,0.605602511194123,0.562650586954408,0.366859679561974,0.605602511194123,0.330253787779249,0.701947866877724,0.840145199920552,0.680526229137475,0.562361778017503
2587,3,2587.3,0.178321678321678,1.45714285714286,2,14.0451429806962,0.0212362992414143,4.95174764554447,3.73729439006655,0.239639671087269,2597,0.3778000033676,0.216364012224091,3.53112077282498,0.805278474128751,0.166949296558189,0.773246167569281,8.08659214558307,7.83186257590284,5.07502327373903,2.66217090594627,4.87384935987818,4.13687800384518,4.91268721693521,2.12832376440509,1.77395456169045,1.99523894442373,2.74811869492472,30.6450134416183,149.129753914989,1,1.51033030661929,13.8811614442418,0.267218087784689,0.184384327117241,0.347365691650049,0.306725997250381,0.184821699275825,0.347365691650049,0.188832280760635,0.352186250695201,0.887516716577665,0.769680443908243,0.630349496023068
